,Media,Date,Tweet,Compound Score,Positive Score,Negative Score,Neutral Score,Tweets Ago
138,@CBSNews,Tue Jul 10 11:41:10 +0000 2018,"“90 divers from around the world, the best of the best, came to save these boys, and in such a short period of time… https://t.co/COvIFM3v6d",0.9118,0.356,0.0,0.644,39
139,@CBSNews,Tue Jul 10 11:40:22 +0000 2018,European Council President Donald Tusk issues a stern warning to President Trump ahead of meeting with NATO leaders… https://t.co/EP1xlO2976,-0.34,0.0,0.124,0.876,40
140,@CBSNews,Tue Jul 10 11:38:23 +0000 2018,NEW: All twelve boys and their soccer coach are out of the cave in Thailand that they were trapped in for more than… https://t.co/De8C3QmUp8,-0.5267,0.0,0.129,0.871,41
141,@CBSNews,Tue Jul 10 11:22:29 +0000 2018,RT @CBSThisMorning: Now on CBS: @SenSchumer reacts to the announcement of Brett Kavanaugh nominated to the Supreme Court. https://t.co/38Wn…,0.5574,0.167,0.0,0.833,42
142,@CBSNews,Tue Jul 10 11:20:01 +0000 2018,Commentary: The real reason conservatives will bet big on Brett Kavanaugh https://t.co/e3W1YrNy9c https://t.co/j4qlmrWocf,0.0,0.0,0.0,1.0,43
143,@CBSNews,Tue Jul 10 10:59:34 +0000 2018,Los Angeles authorities are searching for several suspects in the beating of a 92-year-old man out for a walk on th… https://t.co/CfoQUSs3oJ,-0.6597,0.0,0.231,0.769,44
144,@CBSNews,Tue Jul 10 10:51:12 +0000 2018,RT @CBSThisMorning: Ahead on @CBSThisMorning: @SenSchumer will join us for his first interview following the announcement of Brett Kavanaug…,0.296,0.109,0.0,0.891,45
145,@CBSNews,Tue Jul 10 10:48:08 +0000 2018,RT @CBSThisMorning: Here's a look at what's ahead on @CBSThisMorning. Join us at 7 a.m. for the latest on #ThaiCaveResue. https://t.co/ZY7W…,0.296,0.109,0.0,0.891,46
146,@CBSNews,Tue Jul 10 10:45:48 +0000 2018,"""I looked back and it was like a war scene"": Survivor speaks out after multi-car crash kills man, 4 daughters… https://t.co/5aMdaMAy5d",-0.7269,0.172,0.347,0.481,47
147,@CBSNews,Tue Jul 10 10:29:56 +0000 2018,"NEW: An 11th person has also been seen being carried out of the cave in Thailand, Reuters reports… https://t.co/ylnP3aAGpT",0.0,0.0,0.0,1.0,48
148,@CBSNews,Tue Jul 10 10:22:30 +0000 2018,"""Medical professionals said that two [of the boys] may be dealing with lung infections or pneumonia, so they are wa… https://t.co/39eiM6ZSb1",0.0,0.0,0.0,1.0,49
149,@CBSNews,Tue Jul 10 10:20:17 +0000 2018,"""What we know is that this was the 3rd day of rescue. The first day they got 4. The 2nd day they got 4. And today t… https://t.co/W9ehZfc5qa",0.5106,0.109,0.0,0.891,50
150,@CBSNews,Tue Jul 10 10:16:22 +0000 2018,"""We spoke with an expert who's been helping to work on keeping the water level in the cave down,"" @AnnaWerner repor… https://t.co/K0EYihRFkQ",0.296,0.095,0.0,0.905,51
151,@CBSNews,Tue Jul 10 10:09:11 +0000 2018,"MORE: Officials in Thailand say this is the third and final mission. They hope to rescue the boys and their coach,… https://t.co/u0G46josBs",0.7351,0.237,0.0,0.763,52
152,@CBSNews,Tue Jul 10 10:07:20 +0000 2018,NEW: Two more members of a soccer team trapped underground for more than two weeks have just been brought out of a… https://t.co/T1dZIBdvYV,-0.5267,0.0,0.139,0.861,53
153,@CBSNews,Tue Jul 10 10:03:03 +0000 2018,More than 200 sickened in Del Monte vegetable outbreak https://t.co/ksUSESDJBx https://t.co/qlf6Ne3ObE,-0.5809,0.0,0.273,0.727,54
154,@CBSNews,Tue Jul 10 09:56:05 +0000 2018,Why Social Security isn't going broke https://t.co/3FlM9ESpNa https://t.co/8LsvCpT6NK,0.5764,0.441,0.0,0.559,55
155,@CBSNews,Tue Jul 10 09:48:03 +0000 2018,China makes $8.46 from an iPhone. That's why a U.S. trade war is futile https://t.co/5XS9AgUtYX https://t.co/R1tgoSUHkq,-0.7783,0.0,0.343,0.657,56
156,@CBSNews,Tue Jul 10 09:33:04 +0000 2018,"3 children dead, 1 critically wounded in separate weekend gun accidents nationwide https://t.co/G6NCTSu5q6 https://t.co/zO3pZ0Z9gb",-0.8402,0.0,0.5,0.5,57
157,@CBSNews,Tue Jul 10 09:18:04 +0000 2018,Welcome to Los Angeles? Mural celebrating LeBron James joining the Lakers vandalized https://t.co/DIlytnFCLJ https://t.co/ghUsrBotH0,0.7717,0.358,0.0,0.642,58
158,@CBSNews,Tue Jul 10 09:03:04 +0000 2018,"Sacha Baron Cohen announces new show, ""Who is America?"" https://t.co/F5HjEBoHBJ https://t.co/O2OamEvge8",0.0,0.0,0.0,1.0,59
159,@CBSNews,Tue Jul 10 08:48:04 +0000 2018,Suspect arrested for fracturing man's skull with a pipe in attack on NYC subway https://t.co/v25NRAL0Uv https://t.co/fQJHNaCavu,-0.8126,0.0,0.412,0.588,60
160,@CBSNews,Tue Jul 10 08:33:03 +0000 2018,Boris Johnson resigns as British foreign secretary https://t.co/RgYRmIwxNm https://t.co/VLIPVdeZw7,-0.3182,0.0,0.223,0.777,61
161,@CBSNews,Tue Jul 10 08:18:04 +0000 2018,Private equity firms are the new predatory lenders: Report https://t.co/2QKSa7r23p https://t.co/aMNAFG1two,0.0,0.0,0.0,1.0,62
162,@CBSNews,Tue Jul 10 08:14:05 +0000 2018,Suspects sought in beating of 92-year-old man on sidewalk https://t.co/UA8O7nUX9N https://t.co/wCzfUGOTPc,-0.6597,0.0,0.375,0.625,63
163,@CBSNews,Tue Jul 10 08:03:04 +0000 2018,When an IRA beats a 401(k) for your retirement savings https://t.co/AwR5Ai33nq https://t.co/9l7ZssyttJ,0.0,0.0,0.0,1.0,64
164,@CBSNews,Tue Jul 10 07:48:03 +0000 2018,Army recruit promised pathway to citizenship faces uncertain future https://t.co/xIzRqsGA0c https://t.co/LqdZQASeiw,0.0772,0.182,0.161,0.657,65
165,@CBSNews,Tue Jul 10 07:33:03 +0000 2018,Trump tweet slams Pfizer over drug price hikes https://t.co/VmP30hKsKh https://t.co/RapLB8Tf2y,0.0,0.0,0.0,1.0,66
166,@CBSNews,Tue Jul 10 07:18:03 +0000 2018,Woman fired for calling police on black man wearing socks in pool https://t.co/z69qRvAqjU https://t.co/jovMgZEQMa,-0.5574,0.0,0.217,0.783,67
167,@CBSNews,Tue Jul 10 07:03:03 +0000 2018,Build-A-Bear Workshop to let age determine cost https://t.co/q7xjNXub0V https://t.co/K4WwuviSXb,0.0,0.0,0.0,1.0,68
168,@CBSNews,Tue Jul 10 06:48:04 +0000 2018,Mayor: Officer seen Tasing man sitting on curb won't be suspended https://t.co/AQ161w3Yf0 https://t.co/ZEdhDBBKDt,0.3724,0.175,0.0,0.825,69
169,@CBSNews,Tue Jul 10 06:33:03 +0000 2018,Russia launches Progress supply ship on fastest trip ever to International Space Station https://t.co/PRgoUfatRg https://t.co/Q7a5KSbYUF,0.4215,0.167,0.0,0.833,70
170,@CBSNews,Tue Jul 10 06:18:03 +0000 2018,Former FBI lawyer Lisa Page fighting congressional deposition https://t.co/XLCaQYHq12 https://t.co/iPdY48Pc6F,-0.3612,0.0,0.217,0.783,71
171,@CBSNews,Tue Jul 10 06:03:03 +0000 2018,Reactions to Trump's decision to nominate Brett Kavanaugh https://t.co/FaJNttZrSR https://t.co/i5H3H2DLoW,0.0,0.0,0.0,1.0,72
172,@CBSNews,Tue Jul 10 06:00:26 +0000 2018,Trump vowed to nominate justices who would overturn Roe v. Wade. Will nominee Brett Kavanaugh do just that?… https://t.co/gly1E3tVv8,0.0,0.0,0.0,1.0,73
173,@CBSNews,Tue Jul 10 05:48:04 +0000 2018,"""This is what we call a miracle"": Baby survives 9 hours buried under debris in woods https://t.co/1dwBeB7HTv https://t.co/g8LajsnObF",0.0,0.0,0.0,1.0,74
174,@CBSNews,Tue Jul 10 05:33:03 +0000 2018,Nuclear option: Why Trump's Supreme Court pick needs only 51 votes https://t.co/R52S4ovyJJ https://t.co/DQbwY5d6TA,0.5574,0.231,0.0,0.769,75
175,@CBSNews,Tue Jul 10 05:18:04 +0000 2018,China makes $8.46 from an iPhone. That's why a U.S. trade war is futile https://t.co/rNY9gg2odB https://t.co/lhgiXkF4rF,-0.7783,0.0,0.343,0.657,76
176,@CBSNews,Tue Jul 10 05:04:29 +0000 2018,HAPPENING NOW: Third rescue mission is now underway to save the five remaining people trapped in a cave in Thailand… https://t.co/0zooCwFdkZ,0.4767,0.242,0.126,0.632,77
177,@CBSNews,Tue Jul 10 05:03:03 +0000 2018,New Jersey woman on oxygen dies after PSE&amp;G cuts off power to her home https://t.co/K56sNet5C1 https://t.co/tygZn9SDjV,-0.296,0.0,0.128,0.872,78
178,@CBSNews,Tue Jul 10 04:48:02 +0000 2018,Queen Elizabeth and Prince Philip miss Prince Louis’ christening https://t.co/g2yBUK4glG https://t.co/9YEx6YWdqk,-0.1531,0.0,0.138,0.862,79
179,@CBSNews,Tue Jul 10 04:33:03 +0000 2018,Tropical Storm Chris expected to strengthen to hurricane off East Coast https://t.co/5I62h6sD47 https://t.co/380t7T2Dk1,0.3182,0.161,0.0,0.839,80
180,@CBSNews,Tue Jul 10 04:18:03 +0000 2018,Commentary: Don't destroy the Supreme Court to save it from Trump https://t.co/ULZYto7F3J https://t.co/U0sTXnScdP,0.4812,0.319,0.154,0.527,81
181,@CBSNews,Tue Jul 10 04:10:05 +0000 2018,"Who is Martha Kavanaugh, Brett Kavanaugh's mother? https://t.co/DR1fGpmWWs https://t.co/FVeoNy5gbW",0.0,0.0,0.0,1.0,82
182,@CBSNews,Tue Jul 10 04:03:06 +0000 2018,"New details emerge after N.J. mom survives crash that killed husband, 4 daughters https://t.co/KdaKIyK28L https://t.co/2QJTPCwGvt",-0.802,0.0,0.375,0.625,83
183,@CBSNews,Tue Jul 10 03:39:32 +0000 2018,Justin Bieber and Hailey Baldwin confirm their engagement on social media: https://t.co/SyJcDpeuyZ https://t.co/lu4fUV36x3,0.4588,0.2,0.0,0.8,84
184,@CBSNews,Tue Jul 10 03:18:47 +0000 2018,"""He's going to be tough to the media"": Judge Kavanaugh's former law clerk says President Trump's Supreme Court nomi… https://t.co/cNvuyr66Kg",0.4767,0.156,0.065,0.779,85
185,@CBSNews,Tue Jul 10 02:59:09 +0000 2018,"Q: Tell me what it was like to clerk for Judge Kavanaugh.

 Judge Kavanaugh's fmr. law clerk:  Well, it could be a… https://t.co/1C14IPzkXr",0.5574,0.18,0.0,0.82,86
186,@CBSNews,Tue Jul 10 02:55:04 +0000 2018,"""Brett Kavanaugh probably is not the most offensive person you could have picked, but that doesn't make him any les… https://t.co/7M7HxDEEDO",0.214,0.085,0.0,0.915,87
187,@CBSNews,Tue Jul 10 02:36:20 +0000 2018,Federal judge denies Trump administration request to detain immigrant children https://t.co/lpKpfC9jKt https://t.co/9wJfaNBJAV,-0.6808,0.0,0.359,0.641,88
188,@CBSNews,Tue Jul 10 02:29:27 +0000 2018,RT @CBSThisMorning: First on @CBSThisMorning: @SenSchumer will join us for his first interview following the announcement of Brett Kavanaug…,0.296,0.109,0.0,0.891,89
189,@CBSNews,Tue Jul 10 02:12:54 +0000 2018,"""He excelled as a clerk for Justice Kennedy"": President Trump says nominee Brett Kavanaugh worked for the very same… https://t.co/nT8DvnBP7D",0.765,0.28,0.0,0.72,90
190,@CBSNews,Tue Jul 10 01:44:07 +0000 2018,"Sen. Schumer blasts President Trump's SCOTUS nominee: ""In selecting Judge Brett Kavanaugh for the Supreme Court, Pr… https://t.co/x2LcjZYBt9",0.5574,0.175,0.0,0.825,91
191,@CBSNews,Tue Jul 10 01:39:59 +0000 2018,President Trump nominated Judge Brett Kavanaugh to the Supreme Court seat being vacated by retiring Justice Anthony… https://t.co/TCFHF77bw3,0.7906,0.304,0.0,0.696,92
192,@CBSNews,Tue Jul 10 01:24:44 +0000 2018,"""The girls on the team call me 'Coach K'"": SCOTUS nominee Judge Brett Kavanaugh discusses family life during announ… https://t.co/p2ezT6ZCsq",0.0,0.0,0.0,1.0,93
193,@CBSNews,Tue Jul 10 01:13:21 +0000 2018,"""A true thought leader among his peers,"" says President Trump of his SCOTUS justice nominee Brett Kavanaugh… https://t.co/042k2CmfEI",0.7351,0.279,0.0,0.721,94
194,@CBSNews,Tue Jul 10 01:08:57 +0000 2018,BREAKING: President Trump nominates Brett Kavanaugh for the Supreme Court https://t.co/cze8lSrtok https://t.co/3gPSwkwnKd,0.5574,0.247,0.0,0.753,95
195,@CBSNews,Tue Jul 10 00:54:54 +0000 2018,Dog feared dead in Virginia helicopter crash found alive inside damaged home nearly a day later… https://t.co/f9KmCehJ89,-0.8885,0.097,0.491,0.412,96
196,@CBSNews,Tue Jul 10 00:40:43 +0000 2018,Giants defensive tackle A.J. Francis says TSA agents spilled his late mother's ashes in his suitcase during an insp… https://t.co/T4NApMIlmo,0.0258,0.055,0.0,0.945,97
197,@CBSNews,Tue Jul 10 00:34:57 +0000 2018,LIVE: President Trump is announcing his nominee for the next Supreme Court justice tonight. Watch CBSN special cove… https://t.co/VHo7S6ukC5,0.8658,0.377,0.0,0.623,98
198,@CBSNews,Tue Jul 10 00:22:33 +0000 2018,"""It was so unexpected"": Couple describes finding wedding ring in ashes of their burned-down home… https://t.co/24pNHvrr6O",0.0,0.0,0.0,1.0,99
199,@CBSNews,Tue Jul 10 00:00:38 +0000 2018,FINAL FOUR: President Trump will announce his Supreme Court nominee tonight. These are the top contenders.… https://t.co/s5FlpV9xFP,0.6597,0.265,0.0,0.735,100
200,@CNN,Tue Jul 10 20:16:06 +0000 2018,"Peanuts have long been the snack du jour for Southwest Airlines, but the airline will stop serving them as of Augus… https://t.co/2h0b4goKah",-0.4215,0.0,0.118,0.882,1
201,@CNN,Tue Jul 10 20:13:48 +0000 2018,"RT @CNNnewsroom: Supreme Court Biographer Joan Biskupic breaks down Kavanaugh's role in flashpoint events since the 1990's, including the C…",0.5574,0.159,0.0,0.841,2
202,@CNN,Tue Jul 10 20:11:04 +0000 2018,Motel 6 has reached a tentative agreement in a lawsuit that claims it discriminated against some of its Latino gues… https://t.co/o9us6o9khu,0.4019,0.214,0.088,0.698,3
203,@CNN,Tue Jul 10 20:07:45 +0000 2018,"RT @CNNnewsroom: ""This is the heroic period ... lots of people are talking about it ... when all the attention is gone, but all the psychol…",0.3182,0.084,0.0,0.916,4
204,@CNN,Tue Jul 10 20:03:35 +0000 2018,The father of one of the boys rescued from a Thai cave waited 17 days on a mountainside for the trapped soccer play… https://t.co/nmbIemOUIc,-0.1531,0.107,0.13,0.763,5
205,@CNN,Tue Jul 10 20:00:25 +0000 2018,France defeats Belgium 1-0 and will face either England or Croatia in the #WorldCup final https://t.co/mvWQRkMYFy https://t.co/YDw0Sa4XkZ,-0.3182,0.0,0.126,0.874,6
206,@CNN,Tue Jul 10 19:45:51 +0000 2018,The last Sears in Chicago is closing https://t.co/WASD71GoZZ https://t.co/a8A6m3t0WH,0.0,0.0,0.0,1.0,7
207,@CNN,Tue Jul 10 19:33:18 +0000 2018,A $40 million facility billed as the world's largest vertical farm is coming to Dubai https://t.co/fF65Fqg8sF via… https://t.co/gR1irAuOrS,0.0,0.0,0.0,1.0,8
208,@CNN,Tue Jul 10 19:29:54 +0000 2018,"Babies sleep better when they begin solid food early, study says https://t.co/Ec3ZGIP6Rp https://t.co/j0RGX83zrq",0.5423,0.29,0.0,0.71,9
209,@CNN,Tue Jul 10 18:55:05 +0000 2018,President Trump's former personal driver of more than 20 years has filed a lawsuit against the Trump Organization a… https://t.co/H4XbQAuSC8,-0.2263,0.0,0.095,0.905,10
210,@CNN,Tue Jul 10 18:45:06 +0000 2018,George Clooney has been released from an Italian hospital after being thrown over the top of his scooter when he wa… https://t.co/4fKUYIPHyn,0.2023,0.079,0.0,0.921,11
211,@CNN,Tue Jul 10 18:35:07 +0000 2018,A Florida man had a heart attack while laying sod in his front yard to avoid getting a fine from his homeowner's as… https://t.co/M8bVYI1axQ,-0.5423,0.072,0.211,0.717,12
212,@CNN,Tue Jul 10 18:25:06 +0000 2018,There's a British campaign to make Green Day's 'American Idiot' the No. 1 song when President Trump arrives… https://t.co/ArVbxrjzNh,-0.6705,0.0,0.268,0.732,13
213,@CNN,Tue Jul 10 18:15:09 +0000 2018,Parents across the UK are complaining that their babies are ill after using some Aptamil baby milk formulas… https://t.co/FpoaYRgJH6,-0.5574,0.0,0.213,0.787,14
214,@CNN,Tue Jul 10 18:05:13 +0000 2018,Tesla is going big in China https://t.co/fJWLsvLRUh https://t.co/MRnl988zHq,0.0,0.0,0.0,1.0,15
215,@CNN,Tue Jul 10 17:46:23 +0000 2018,"RAICES, the Texas nonprofit raising money to help reunite families separated at the US-Mexico border, says it will… https://t.co/PSL7bHBCnx",0.4019,0.13,0.0,0.87,16
216,@CNN,Tue Jul 10 17:40:00 +0000 2018,"The ""blind"" Cheetah 3 robot developed by the MIT is designed to avoid obstacles and climb stairs using ""feel"" inste… https://t.co/UzWQDHVUUg",-0.5859,0.0,0.211,0.789,17
217,@CNN,Tue Jul 10 17:35:08 +0000 2018,Newly-discovered fossils suggest giant dinosaurs evolved millions of years earlier than scientists thought https://t.co/ShkTrSUPNg,0.0,0.0,0.0,1.0,18
218,@CNN,Tue Jul 10 17:20:09 +0000 2018,A 5-month-old boy was left partially buried in the mountains of Montana for at least nine hours before being discov… https://t.co/iTEIKbKahM,0.0,0.0,0.0,1.0,19
219,@CNN,Tue Jul 10 17:15:00 +0000 2018,"Chicago has been Sears' headquarters for a century. Now, the struggling retailer is closing its last location there… https://t.co/Rk6hPJaSRj",-0.4215,0.0,0.141,0.859,20
220,@CNN,Tue Jul 10 17:10:04 +0000 2018,Serena Williams rallies to reach Wimbledon semifinals https://t.co/WkBT8PeKdt https://t.co/10jtgrHe3L,0.0258,0.121,0.0,0.879,21
221,@CNN,Tue Jul 10 17:00:00 +0000 2018,Electric scooters have overtaken the streets in several cities around the world. Now lawmakers are struggling to re… https://t.co/0VwWw6xb8M,-0.4215,0.0,0.135,0.865,22
222,@CNN,Tue Jul 10 16:50:06 +0000 2018,Brits are changing their tune on immigrant workers https://t.co/szJ4RwqYAr https://t.co/t1i78uHXra,0.0,0.0,0.0,1.0,23
223,@CNN,Tue Jul 10 16:40:11 +0000 2018,"Wildlife rangers in northern Australia captured this massive 1,300 pound crocodile after first spotting it nearly a… https://t.co/ssI3PPSsAO",0.0,0.0,0.0,1.0,24
224,@CNN,Tue Jul 10 16:30:01 +0000 2018,This Kenyan coffee farmer uses cow manure to power her biogas stove https://t.co/NalTvfynFd https://t.co/e9K4Sh3k12,0.0,0.0,0.0,1.0,25
225,@CNN,Tue Jul 10 16:20:50 +0000 2018,"Now that 12 boys and their coach have been freed from a cave in Thailand, doctors are monitoring their health, look… https://t.co/d9lTmFtbu4",0.4019,0.119,0.0,0.881,26
226,@CNN,Tue Jul 10 16:10:05 +0000 2018,"A charter jet crashed in the South African capital of Pretoria on Tuesday afternoon, leaving about 20 people injure… https://t.co/x4z1Wo2n9B",0.0,0.0,0.0,1.0,27
227,@CNN,Tue Jul 10 16:00:11 +0000 2018,"After nine years, 16 trophies and 451 goals, Cristiano Ronaldo is leaving Real Madrid for Juventus… https://t.co/6AGwcNjfzn",0.0,0.0,0.0,1.0,28
228,@CNN,Tue Jul 10 15:54:26 +0000 2018,Emirati landscape designer Kamelia Bin Zaal is educating people about the beauty and sustainability of indigenous p… https://t.co/IlR0aoMaCI,0.5859,0.183,0.0,0.817,29
229,@CNN,Tue Jul 10 15:49:05 +0000 2018,George Clooney has been released from an Italian hospital after being thrown over the top of his scooter when he wa… https://t.co/utFdAic7dz,0.2023,0.079,0.0,0.921,30
230,@CNN,Tue Jul 10 15:38:06 +0000 2018,"The morning after he was nominated to become a Supreme Court justice, Brett Kavanaugh is on Capitol Hill, meeting w… https://t.co/bv8PLYyVXi",0.7906,0.28,0.0,0.72,31
231,@CNN,Tue Jul 10 15:29:33 +0000 2018,US Air Force Capt. Jessica Tait discusses the advise and assist role the US played in helping to rescue all 12 memb… https://t.co/G4zov1G5Yn,0.7845,0.283,0.0,0.717,32
232,@CNN,Tue Jul 10 15:25:09 +0000 2018,A Democratic senator from Hawaii is leaving open the possibility of voting for President Trump's Supreme Court nomi… https://t.co/P5lsC6DtnL,0.5574,0.175,0.0,0.825,33
233,@CNN,Tue Jul 10 15:21:00 +0000 2018,A recent study found that humans on the moon increased its temperature. Here's why: https://t.co/PdagTRQmin https://t.co/gPOQjqe4xk,0.2732,0.13,0.0,0.87,34
234,@CNN,Tue Jul 10 15:15:04 +0000 2018,President Trump pardons two men who were involved in a dispute with federal authorities over federal land usage tha… https://t.co/UZWy0gkL0w,-0.128,0.1,0.123,0.776,35
235,@CNN,Tue Jul 10 15:02:50 +0000 2018,Why Corporate America is recruiting high schoolers https://t.co/46CL2xpM2L https://t.co/SYEA6dSCOo,0.0,0.0,0.0,1.0,36
236,@CNN,Tue Jul 10 14:50:39 +0000 2018,"JUST IN: Three remaining divers and a doctor are now out of the cave, mission commander Narongsak Osotthanakorn sai… https://t.co/mqaDKVTk53",0.0,0.0,0.0,1.0,37
237,@CNN,Tue Jul 10 14:44:38 +0000 2018,"Liu Xia, the widow of Chinese Nobel Peace Prize laureate Liu Xiaobo, smiles as she arrives at Helsinki Internationa… https://t.co/MzF12pGkN3",0.872,0.368,0.0,0.632,38
238,@CNN,Tue Jul 10 14:32:40 +0000 2018,President Trump says the solution to the current crisis of thousands of undocumented children being separated from… https://t.co/TfR8Hv0HuT,-0.4215,0.103,0.183,0.714,39
239,@CNN,Tue Jul 10 14:20:10 +0000 2018,"President Trump says he plans to give a copy of the Elton John hit song ""Rocket Man"" to North Korean leader Kim Jon… https://t.co/q1vF1mNN4A",0.0,0.0,0.0,1.0,40
240,@CNN,Tue Jul 10 14:10:00 +0000 2018,President Trump has nominated Judge Brett Kavanaugh to fill the seat created by Justice Anthony Kennedy's retiremen… https://t.co/gyMjGP9Vjd,0.6597,0.252,0.0,0.748,41
241,@CNN,Tue Jul 10 14:03:16 +0000 2018,"Bruises cover the face of Rodolfo Rodriguez, 91, who says he was attacked by a group of people while going for a wa… https://t.co/yVr3cBkJsJ",-0.4588,0.0,0.125,0.875,42
242,@CNN,Tue Jul 10 13:53:21 +0000 2018,The 25-year-old coach of the Wild Boars soccer team was the last to be rescued from the cave -- and his hometown ha… https://t.co/TPmNxM1lqK,0.4215,0.109,0.0,0.891,43
243,@CNN,Tue Jul 10 13:42:53 +0000 2018,Former national security adviser Michael Flynn just arrived at a US district court in Washington for a procedural h… https://t.co/gsRewfqlJr,0.34,0.124,0.0,0.876,44
244,@CNN,Tue Jul 10 13:34:03 +0000 2018,"President Trump says that he has not brought up the issue of abortion with his new Supreme Court nominee, Brett Kav… https://t.co/OAtpFYCD2f",0.5574,0.146,0.0,0.854,45
245,@CNN,Tue Jul 10 13:23:21 +0000 2018,A city once known as America's foreclosure capital will become the first in the US to participate in a test of Univ… https://t.co/4dFaRfXk86,-0.128,0.0,0.07,0.93,46
246,@CNN,Tue Jul 10 13:08:26 +0000 2018,President Trump's former personal driver of more than 20 years has filed a lawsuit against the Trump Organization a… https://t.co/HOSyWB1ud6,-0.2263,0.0,0.095,0.905,47
247,@CNN,Tue Jul 10 12:55:48 +0000 2018,Rudy Giuliani is working with foreign clients as he continues to advise President Trump on the Russia investigation… https://t.co/dSacCi3git,0.0,0.0,0.0,1.0,48
248,@CNN,Tue Jul 10 12:41:24 +0000 2018,An Illinois park is investigating after a woman accused one of its police officers of standing by as a man harassed… https://t.co/HzIUE6wCP1,-0.296,0.0,0.104,0.896,49
249,@CNN,Tue Jul 10 12:29:41 +0000 2018,President Trump says his easiest meeting on his foreign trip to Europe during the next week may be his sit down wit… https://t.co/uW9fCHcSQP,0.4215,0.113,0.0,0.887,50
250,@CNN,Tue Jul 10 12:14:49 +0000 2018,Thai Navy SEALs were still waiting for four divers to come out of the cave complex following the rescue of the 12 b… https://t.co/brKDViOmBo,0.5106,0.125,0.0,0.875,51
251,@CNN,Tue Jul 10 12:02:15 +0000 2018,BREAKING: All 12 boys and their coach from the youth soccer team trapped in a flooded Thai cave for nearly three we… https://t.co/nbujqz8ibK,-0.5267,0.0,0.139,0.861,52
252,@CNN,Tue Jul 10 12:00:16 +0000 2018,A New Jersey woman who depended on an electric-powered oxygen tank to breathe died hours after power was cut off to… https://t.co/rvgkGVZflB,-0.6908,0.0,0.231,0.769,53
253,@CNN,Tue Jul 10 11:50:06 +0000 2018,A Florida man had a heart attack while laying sod in his front yard to avoid getting a fine from his homeowner's as… https://t.co/WsXB8dlLbG,-0.5423,0.072,0.211,0.717,54
254,@CNN,Tue Jul 10 11:40:04 +0000 2018,Where Supreme Court nominee Brett Kavanaugh stands on key issues https://t.co/DHW2MSvdCw https://t.co/xlP8EkJ7xt,0.5574,0.247,0.0,0.753,55
255,@CNN,Tue Jul 10 11:30:11 +0000 2018,President Trump's remarkably predictable and practical Supreme Court pick | Analysis by @CillizzaCNN… https://t.co/n6l8RO956j,0.5574,0.231,0.0,0.769,56
256,@CNN,Tue Jul 10 11:20:03 +0000 2018,Tesla has increased the cost of its flagship models in the world's biggest auto market by around 20% after China im… https://t.co/Mh5mXOgCse,0.3612,0.149,0.0,0.851,57
257,@CNN,Tue Jul 10 11:10:09 +0000 2018,"5 things for Tuesday:

- Supreme Court
- Thailand cave rescue
- Separated families
- Brexit
- Plastic straws… https://t.co/3gCN5Zuihi",0.7845,0.365,0.0,0.635,58
258,@CNN,Tue Jul 10 11:00:03 +0000 2018,George Clooney has been released from an Italian hospital after being thrown over the top of his scooter when he wa… https://t.co/BnTYHxQZZI,0.2023,0.079,0.0,0.921,59
259,@CNN,Tue Jul 10 10:50:04 +0000 2018,Small states are getting a much bigger say in who gets on the Supreme Court | Analysis by @RonBrownstein… https://t.co/xAd2tH7Lvo,0.5574,0.175,0.0,0.825,60
260,@CNN,Tue Jul 10 10:36:42 +0000 2018,Another former OSU wrestler says Jim Jordan knew about alleged abuse https://t.co/ot6uKBR6yo https://t.co/gwoSqIwkBi,-0.6369,0.0,0.259,0.741,61
261,@CNN,Tue Jul 10 10:22:55 +0000 2018,"JUST IN: An eleventh boy has been rescued from the Thai cave, according to an eyewitness who is part of the rescue… https://t.co/HtS6z3ApV4",0.4215,0.113,0.0,0.887,62
262,@CNN,Tue Jul 10 10:11:51 +0000 2018,"Former national security adviser Michael Flynn, the only former Trump administration official so far charged in the… https://t.co/8k4LYe5qwh",0.0828,0.117,0.101,0.781,63
263,@CNN,Tue Jul 10 09:49:27 +0000 2018,BREAKING: A tenth boy has been brought out of the Thai caves. Two boys and their soccer coach remain inside as resc… https://t.co/QeL33w9Efm,0.0,0.0,0.0,1.0,64
264,@CNN,Tue Jul 10 09:26:51 +0000 2018,"JUST IN: A ninth boy has been rescued from a Thai cave, after more than two weeks trapped there. 

Three boys and t… https://t.co/zavDr8txEO",-0.1531,0.107,0.13,0.763,65
265,@CNN,Tue Jul 10 09:17:03 +0000 2018,"What weighs 600 kilograms, is 4.71 meters long and is believed to be more than 60-years-old? This captured croc.… https://t.co/6VyoPTsAJ9",0.0,0.0,0.0,1.0,66
266,@CNN,Tue Jul 10 09:05:06 +0000 2018,The world's largest vertical farm is coming to Dubai https://t.co/fF65FpYxB7 via @CNNTravel https://t.co/QtBigHlPdx,0.0,0.0,0.0,1.0,67
267,@CNN,Tue Jul 10 08:53:57 +0000 2018,Donald Trump's remarkably predictable and practical Supreme Court pick | Analysis by @CillizzaCNN… https://t.co/TlNgJ56GiR,0.5574,0.231,0.0,0.769,68
268,@CNN,Tue Jul 10 08:13:35 +0000 2018,"Kavanaugh pick was scripted end to Trump's reality show | Analysis by @StCollinson, @JDiamond1 and @jeffzeleny… https://t.co/HXHjMAeiXv",0.0,0.0,0.0,1.0,69
